ダウンロードした時刻：2021/07/08 17:16:38

,旭川,旭川,旭川,旭川,旭川,旭川,旭川
2021/1/15 4:00:00,-7.0,8,1,66,0,8,1
2021/1/15 5:00:00,-7.9,8,1,66,0,8,1
2021/1/15 6:00:00,-7.9,8,1,66,0,8,1
2021/1/15 7:00:00,-8.1,8,1,66,0,8,1
2021/1/15 8:00:00,-7.5,8,1,65,0,8,1
2021/1/15 9:00:00,-7.0,8,1,66,0,8,1
2021/1/15 10:00:00,-5.8,8,1,66,0,8,1
2021/1/15 11:00:00,-4.8,8,1,65,0,8,1
2021/1/15 12:00:00,-4.3,8,1,64,0,8,1
2021/1/15 13:00:00,-3.8,8,1,64,0,8,1
2021/1/15 14:00:00,-3.9,8,1,64,0,8,1
2021/1/15 15:00:00,-3.9,8,1,63,0,8,1
2021/1/15 16:00:00,-4.3,8,1,63,0,8,1
2021/1/15 17:00:00,-5.0,8,1,62,0,8,1
2021/1/15 18:00:00,-5.9,8,1,62,0,8,1
2021/1/15 19:00:00,-7.1,8,1,62,0,8,1
2021/1/15 20:00:00,-7.1,8,1,61,0,8,1
2021/1/15 21:00:00,-7.3,8,1,61,0,8,1
2021/1/15 22:00:00,-7.3,8,1,61,0,8,1
2021/1/15 23:00:00,-6.9,8,1,61,0,8,1
2021/1/16 00:00:00,-7.9,8,1,60,0,8,1
2021/1/16 1:00:00,-6.9,8,1,60,0,8,1
2021/1/16 2:00:00,-6.9,8,1,60,0,8,1
2021/1/16 3:00:00,-6.2,8,1,60,0,8,1
2021/1/16 4:00:00,-6.3,8,1,61,0,8,1
2021/1/16 5:00:00,-6.6,8,1,60,0,8,1
2021/1/16 6:00:00,-2.4,8,1,60,0,8,1
2021/1/16 7:00:00,-1.3,8,1,60,0,8,1
2021/1/16 8:00:00,-3.2,8,1,60,0,8,1
2021/1/16 9:00:00,-3.5,8,1,60,0,8,1
2021/1/16 10:00:00,5.4,8,1,59,0,8,1
2021/1/16 11:00:00,5.4,8,1,59,0,8,1
2021/1/16 12:00:00,3.1,8,1,57,0,8,1
2021/1/16 13:00:00,1.5,8,1,55,0,8,1
2021/1/16 14:00:00,1.3,8,1,55,0,8,1
2021/1/16 15:00:00,-0.3,8,1,54,0,8,1
2021/1/16 16:00:00,-2.1,8,1,54,0,8,1
2021/1/16 17:00:00,-3.2,8,1,54,0,8,1
2021/1/16 18:00:00,-5.6,8,1,55,0,8,1
2021/1/16 19:00:00,-6.2,8,1,54,0,8,1
2021/1/16 20:00:00,-6.8,8,1,54,0,8,1
2021/1/16 21:00:00,-7.8,8,1,54,0,8,1
2021/1/16 22:00:00,-8.7,8,1,54,0,8,1
2021/1/16 23:00:00,-9.3,8,1,54,0,8,1
2021/1/17 00:00:00,-10.3,8,1,54,0,8,1
2021/1/17 1:00:00,-10.5,8,1,54,0,8,1
2021/1/17 2:00:00,-12.4,8,1,54,0,8,1
2021/1/17 3:00:00,-12.8,8,1,54,0,8,1
2021/1/17 4:00:00,-14.8,8,1,54,0,8,1
2021/1/17 5:00:00,-14.1,8,1,54,0,8,1
2021/1/17 6:00:00,-13.7,8,1,54,0,8,1
2021/1/17 7:00:00,-14.3,8,1,53,0,8,1
2021/1/17 8:00:00,-14.8,8,1,53,0,8,1
2021/1/17 9:00:00,-13.0,8,1,53,0,8,1
2021/1/17 10:00:00,-12.3,8,1,53,0,8,1
2021/1/17 11:00:00,-10.4,8,1,53,0,8,1
2021/1/17 12:00:00,-9.5,8,1,53,0,8,1
2021/1/17 13:00:00,-8.7,8,1,53,0,8,1
2021/1/17 14:00:00,-8.0,8,1,53,0,8,1
2021/1/17 15:00:00,-7.8,8,1,53,0,8,1
2021/1/17 16:00:00,-8.1,8,1,53,0,8,1
2021/1/17 17:00:00,-8.6,8,1,53,0,8,1
2021/1/17 18:00:00,-8.9,8,1,53,0,8,1
2021/1/17 19:00:00,-9.4,8,1,53,0,8,1
2021/1/17 20:00:00,-9.8,8,1,53,0,8,1
2021/1/17 21:00:00,-10.0,8,1,53,0,8,1
2021/1/17 22:00:00,-10.5,8,1,53,0,8,1
2021/1/17 23:00:00,-11.3,8,1,53,0,8,1
2021/1/18 00:00:00,-11.2,8,1,53,0,8,1
2021/1/18 1:00:00,-11.7,8,1,52,0,8,1
2021/1/18 2:00:00,-11.8,8,1,53,0,8,1
2021/1/18 3:00:00,-11.8,8,1,53,0,8,1
2021/1/18 4:00:00,-12.0,8,1,53,0,8,1
2021/1/18 5:00:00,-11.7,8,1,53,0,8,1
2021/1/18 6:00:00,-10.6,8,1,55,0,8,1
2021/1/18 7:00:00,-10.9,8,1,55,0,8,1
2021/1/18 8:00:00,-10.2,8,1,55,0,8,1
2021/1/18 9:00:00,-7.4,8,1,55,0,8,1
2021/1/18 10:00:00,-5.2,8,1,55,0,8,1
2021/1/18 11:00:00,-4.4,8,1,55,0,8,1
2021/1/18 12:00:00,-3.9,8,1,55,0,8,1
2021/1/18 13:00:00,-5.4,8,1,54,0,8,1
2021/1/18 14:00:00,-5.9,8,1,54,0,8,1
2021/1/18 15:00:00,-5.4,8,1,54,0,8,1
2021/1/18 16:00:00,-6.3,8,1,54,0,8,1
2021/1/18 17:00:00,-6.8,8,1,54,0,8,1
2021/1/18 18:00:00,-7.0,8,1,54,0,8,1
2021/1/18 19:00:00,-7.5,8,1,54,0,8,1
2021/1/18 20:00:00,-8.4,8,1,54,0,8,1
2021/1/18 21:00:00,-9.0,8,1,54,0,8,1
2021/1/18 22:00:00,-9.0,8,1,54,0,8,1
2021/1/18 23:00:00,-9.2,8,1,53,0,8,1
2021/1/19 00:00:00,-9.4,8,1,53,0,8,1
2021/1/19 1:00:00,-10.2,8,1,53,0,8,1
2021/1/19 2:00:00,-10.9,8,1,53,0,8,1
2021/1/19 3:00:00,-10.3,8,1,53,0,8,1
2021/1/19 4:00:00,-10.2,8,1,53,0,8,1
2021/1/19 5:00:00,-10.2,8,1,53,0,8,1
2021/1/19 6:00:00,-10.3,8,1,53,0,8,1
2021/1/19 7:00:00,-10.2,8,1,53,0,8,1
2021/1/19 8:00:00,-10.3,8,1,53,0,8,1
2021/1/19 9:00:00,-8.9,8,1,53,0,8,1
2021/1/19 10:00:00,-8.1,8,1,53,0,8,1
2021/1/19 11:00:00,-7.4,8,1,53,0,8,1
2021/1/19 12:00:00,-7.6,8,1,53,0,8,1
2021/1/19 13:00:00,-6.8,8,1,53,0,8,1
2021/1/19 14:00:00,-7.6,8,1,54,0,8,1
2021/1/19 15:00:00,-8.1,8,1,54,0,8,1
2021/1/19 16:00:00,-8.8,8,1,54,0,8,1
2021/1/19 17:00:00,-9.5,8,1,54,0,8,1
2021/1/19 18:00:00,-9.9,8,1,55,0,8,1
2021/1/19 19:00:00,-10.1,8,1,55,0,8,1
2021/1/19 20:00:00,-10.4,8,1,55,0,8,1
2021/1/19 21:00:00,-11.0,8,1,55,0,8,1
2021/1/19 22:00:00,-10.8,8,1,55,0,8,1
2021/1/19 23:00:00,-10.8,8,1,55,0,8,1
2021/1/20 00:00:00,-10.9,8,1,56,0,8,1
2021/1/20 1:00:00,-12.0,8,1,56,0,8,1
2021/1/20 2:00:00,-11.5,8,1,59,0,8,1
2021/1/20 3:00:00,-11.4,8,1,60,0,8,1
2021/1/20 4:00:00,-11.0,8,1,60,0,8,1
2021/1/20 5:00:00,-10.1,8,1,62,0,8,1
2021/1/20 6:00:00,-9.8,8,1,63,0,8,1
2021/1/20 7:00:00,-9.2,8,1,63,0,8,1
2021/1/20 8:00:00,-9.3,8,1,64,0,8,1
2021/1/20 9:00:00,-9.0,8,1,65,0,8,1
2021/1/20 10:00:00,-8.3,8,1,66,0,8,1
2021/1/20 11:00:00,-7.8,8,1,66,0,8,1
2021/1/20 12:00:00,-8.1,8,1,66,0,8,1
2021/1/20 13:00:00,-7.3,8,1,65,0,8,1
2021/1/20 14:00:00,-6.6,8,1,65,0,8,1
2021/1/20 15:00:00,-6.8,8,1,65,0,8,1
2021/1/20 16:00:00,-7.2,8,1,64,0,8,1
2021/1/20 17:00:00,-8.0,8,1,64,0,8,1
2021/1/20 18:00:00,-7.8,8,1,64,0,8,1
2021/1/20 19:00:00,-9.0,8,1,64,0,8,1
2021/1/20 20:00:00,-9.2,8,1,64,0,8,1
2021/1/20 21:00:00,-9.2,8,1,63,0,8,1
2021/1/20 22:00:00,-10.8,8,1,63,0,8,1
2021/1/20 23:00:00,-11.5,8,1,63,0,8,1
2021/1/21 00:00:00,-11.7,8,1,63,0,8,1
2021/1/21 1:00:00,-10.8,8,1,62,0,8,1
2021/1/21 2:00:00,-10.1,8,1,62,0,8,1
2021/1/21 3:00:00,-10.1,8,1,62,0,8,1
2021/1/21 4:00:00,-9.4,8,1,62,0,8,1
2021/1/21 5:00:00,-9.1,8,1,62,0,8,1
2021/1/21 6:00:00,-8.6,8,1,62,0,8,1
2021/1/21 7:00:00,-8.1,8,1,62,0,8,1
2021/1/21 8:00:00,-8.0,8,1,63,0,8,1
2021/1/21 9:00:00,-6.7,8,1,63,0,8,1
2021/1/21 10:00:00,-6.1,8,1,64,0,8,1
2021/1/21 11:00:00,-4.5,8,1,64,0,8,1
2021/1/21 12:00:00,-1.7,8,1,65,0,8,1
2021/1/21 13:00:00,0.0,8,1,66,0,8,1
2021/1/21 14:00:00,1.2,8,1,66,0,8,1
2021/1/21 15:00:00,1.1,8,1,66,0,8,1
2021/1/21 16:00:00,0.9,8,1,66,0,8,1
2021/1/21 17:00:00,0.2,8,1,66,0,8,1
2021/1/21 18:00:00,0.4,8,1,65,0,8,1
2021/1/21 19:00:00,0.2,8,1,65,0,8,1
2021/1/21 20:00:00,0.7,8,1,65,0,8,1
2021/1/21 21:00:00,0.3,8,1,65,0,8,1
2021/1/21 22:00:00,0.0,8,1,65,0,8,1
2021/1/21 23:00:00,-0.6,8,1,64,0,8,1
2021/1/22 00:00:00,-1.8,8,1,64,0,8,1
2021/1/22 1:00:00,-1.7,8,1,64,0,8,1
2021/1/22 2:00:00,-2.9,8,1,64,0,8,1
2021/1/22 3:00:00,-2.8,8,1,64,0,8,1
2021/1/22 4:00:00,-3.0,8,1,64,0,8,1
2021/1/22 5:00:00,-3.8,8,1,63,0,8,1
2021/1/22 6:00:00,-5.2,8,1,63,0,8,1
2021/1/22 7:00:00,-6.3,8,1,63,0,8,1
2021/1/22 8:00:00,-7.2,8,1,63,0,8,1
2021/1/22 9:00:00,-6.0,8,1,63,0,8,1
2021/1/22 10:00:00,-3.7,8,1,63,0,8,1
2021/1/22 11:00:00,-1.5,8,1,63,0,8,1
2021/1/22 12:00:00,-0.4,8,1,62,0,8,1
2021/1/22 13:00:00,-0.9,8,1,61,0,8,1
2021/1/22 14:00:00,-1.2,8,1,61,0,8,1
2021/1/22 15:00:00,-3.3,8,1,63,0,8,1
2021/1/22 16:00:00,-3.1,8,1,63,0,8,1
2021/1/22 17:00:00,-4.4,8,1,63,0,8,1
2021/1/22 18:00:00,-5.6,8,1,63,0,8,1
2021/1/22 19:00:00,-6.7,8,1,63,0,8,1
2021/1/22 20:00:00,-7.2,8,1,63,0,8,1
2021/1/22 21:00:00,-8.4,8,1,63,0,8,1
2021/1/22 22:00:00,-9.5,8,1,62,0,8,1
2021/1/22 23:00:00,-11.0,8,1,62,0,8,1
2021/1/23 00:00:00,-11.8,8,1,62,0,8,1
2021/1/23 1:00:00,-12.0,8,1,62,0,8,1
2021/1/23 2:00:00,-11.4,8,1,62,0,8,1
2021/1/23 3:00:00,-11.7,8,1,62,0,8,1
2021/1/23 4:00:00,-12.4,8,1,62,0,8,1
2021/1/23 5:00:00,-11.9,8,1,62,0,8,1
2021/1/23 6:00:00,-12.1,8,1,62,0,8,1
2021/1/23 7:00:00,-12.8,8,1,61,0,8,1
2021/1/23 8:00:00,-11.8,8,1,61,0,8,1
2021/1/23 9:00:00,-10.6,8,1,61,0,8,1
2021/1/23 10:00:00,-9.2,8,1,61,0,8,1
2021/1/23 11:00:00,-7.3,8,1,61,0,8,1
2021/1/23 12:00:00,-5.6,8,1,61,0,8,1
2021/1/23 13:00:00,-4.7,8,1,60,0,8,1
2021/1/23 14:00:00,-5.3,8,1,60,0,8,1
2021/1/23 15:00:00,-5.2,8,1,60,0,8,1
2021/1/23 16:00:00,-5.1,8,1,60,0,8,1
2021/1/23 17:00:00,-6.8,8,1,60,0,8,1
2021/1/23 18:00:00,-8.4,8,1,60,0,8,1
2021/1/23 19:00:00,-9.9,8,1,59,0,8,1
2021/1/23 20:00:00,-12.4,8,1,59,0,8,1
2021/1/23 21:00:00,-13.3,8,1,59,0,8,1
2021/1/23 22:00:00,-14.3,8,1,59,0,8,1
2021/1/23 23:00:00,-15.9,8,1,59,0,8,1
2021/1/24 00:00:00,-16.4,8,1,59,0,8,1
2021/1/24 1:00:00,-18.5,8,1,59,0,8,1
2021/1/24 2:00:00,-18.8,8,1,59,0,8,1
2021/1/24 3:00:00,-18.3,8,1,59,0,8,1
2021/1/24 4:00:00,-20.4,8,1,59,0,8,1
2021/1/24 5:00:00,-20.2,8,1,59,0,8,1
2021/1/24 6:00:00,-21.3,8,1,59,0,8,1
2021/1/24 7:00:00,-22.2,8,1,59,0,8,1
2021/1/24 8:00:00,-21.2,8,1,58,0,8,1
2021/1/24 9:00:00,-18.2,8,1,58,0,8,1
2021/1/24 10:00:00,-15.8,8,1,58,0,8,1
2021/1/24 11:00:00,-14.4,8,1,58,0,8,1
2021/1/24 12:00:00,-11.3,8,1,58,0,8,1
2021/1/24 13:00:00,-10.0,8,1,58,0,8,1
2021/1/24 14:00:00,-8.4,8,1,58,0,8,1
2021/1/24 15:00:00,-8.5,8,1,57,0,8,1
2021/1/24 16:00:00,-8.9,8,1,57,0,8,1
2021/1/24 17:00:00,-10.5,8,1,57,0,8,1
2021/1/24 18:00:00,-11.2,8,1,57,0,8,1
2021/1/24 19:00:00,-14.0,8,1,57,0,8,1
2021/1/24 20:00:00,-14.0,8,1,57,0,8,1
2021/1/24 21:00:00,-14.4,8,1,57,0,8,1
2021/1/24 22:00:00,-15.3,8,1,57,0,8,1
2021/1/24 23:00:00,-15.0,8,1,57,0,8,1
2021/1/25 00:00:00,-16.5,8,1,57,0,8,1
2021/1/25 1:00:00,-16.3,8,1,57,0,8,1
2021/1/25 2:00:00,-15.2,8,1,57,0,8,1
2021/1/25 3:00:00,-14.1,8,1,57,0,8,1
2021/1/25 4:00:00,-13.5,8,1,57,0,8,1
2021/1/25 5:00:00,-12.9,8,1,56,0,8,1
2021/1/25 6:00:00,-12.7,8,1,56,0,8,1
2021/1/25 7:00:00,-13.7,8,1,56,0,8,1
2021/1/25 8:00:00,-13.4,8,1,56,0,8,1
2021/1/25 9:00:00,-11.1,8,1,56,0,8,1
2021/1/25 10:00:00,-8.8,8,1,56,0,8,1
2021/1/25 11:00:00,-6.5,8,1,56,0,8,1
2021/1/25 12:00:00,-4.8,8,1,56,0,8,1
2021/1/25 13:00:00,-3.0,8,1,56,0,8,1
2021/1/25 14:00:00,-1.5,8,1,56,0,8,1
2021/1/25 15:00:00,-2.1,8,1,55,0,8,1
2021/1/25 16:00:00,-3.1,8,1,55,0,8,1
2021/1/25 17:00:00,-3.8,8,1,55,0,8,1
2021/1/25 18:00:00,-4.5,8,1,55,0,8,1
2021/1/25 19:00:00,-5.2,8,1,55,0,8,1
2021/1/25 20:00:00,-6.0,8,1,55,0,8,1
2021/1/25 21:00:00,-7.7,8,1,55,0,8,1
2021/1/25 22:00:00,-9.4,8,1,55,0,8,1
2021/1/25 23:00:00,-9.4,8,1,55,0,8,1
2021/1/26 00:00:00,-11.0,8,1,55,0,8,1
2021/1/26 1:00:00,-11.8,8,1,55,0,8,1
2021/1/26 2:00:00,-12.6,8,1,55,0,8,1
2021/1/26 3:00:00,-14.0,8,1,55,0,8,1
2021/1/26 4:00:00,-14.9,8,1,55,0,8,1
2021/1/26 5:00:00,-13.8,8,1,55,0,8,1
2021/1/26 6:00:00,-14.2,8,1,55,0,8,1
2021/1/26 7:00:00,-13.6,8,1,55,0,8,1
2021/1/26 8:00:00,-13.1,8,1,55,0,8,1
2021/1/26 9:00:00,-11.9,8,1,55,0,8,1
2021/1/26 10:00:00,-11.1,8,1,55,0,8,1
2021/1/26 11:00:00,-10.4,8,1,55,0,8,1
2021/1/26 12:00:00,-9.7,8,1,55,0,8,1
2021/1/26 13:00:00,-9.1,8,1,55,0,8,1
2021/1/26 14:00:00,-8.6,8,1,54,0,8,1
2021/1/26 15:00:00,-8.1,8,1,54,0,8,1
2021/1/26 16:00:00,-7.8,8,1,54,0,8,1
2021/1/26 17:00:00,-7.5,8,1,54,0,8,1
2021/1/26 18:00:00,-7.5,8,1,54,0,8,1
2021/1/26 19:00:00,-7.3,8,1,54,0,8,1
2021/1/26 20:00:00,-7.6,8,1,54,0,8,1
2021/1/26 21:00:00,-7.9,8,1,54,0,8,1
2021/1/26 22:00:00,-8.0,8,1,54,0,8,1
2021/1/26 23:00:00,-8.6,8,1,54,0,8,1
2021/1/27 00:00:00,-8.3,8,1,54,0,8,1
2021/1/27 1:00:00,-8.6,8,1,54,0,8,1
2021/1/27 2:00:00,-8.3,8,1,54,0,8,1
2021/1/27 3:00:00,-7.8,8,1,54,0,8,1
2021/1/27 4:00:00,-7.3,8,1,54,0,8,1
2021/1/27 5:00:00,-7.0,8,1,54,0,8,1
2021/1/27 6:00:00,-6.3,8,1,54,0,8,1
2021/1/27 7:00:00,-5.6,8,1,53,0,8,1
2021/1/27 8:00:00,-4.6,8,1,53,0,8,1
2021/1/27 9:00:00,-3.4,8,1,53,0,8,1
2021/1/27 10:00:00,1.0,8,1,54,0,8,1
2021/1/27 11:00:00,0.0,8,1,53,0,8,1
2021/1/27 12:00:00,1.5,8,1,52,0,8,1
2021/1/27 13:00:00,3.3,8,1,51,0,8,1
2021/1/27 14:00:00,2.9,8,1,50,0,8,1
2021/1/27 15:00:00,1.0,8,1,50,0,8,1
2021/1/27 16:00:00,-0.1,8,1,50,0,8,1
2021/1/27 17:00:00,-0.5,8,1,50,0,8,1
2021/1/27 18:00:00,-1.4,8,1,50,0,8,1
2021/1/27 19:00:00,-2.0,8,1,50,0,8,1
2021/1/27 20:00:00,-2.8,8,1,51,0,8,1
2021/1/27 21:00:00,-3.8,8,1,51,0,8,1
2021/1/27 22:00:00,-3.9,8,1,51,0,8,1
2021/1/27 23:00:00,-4.0,8,1,51,0,8,1
2021/1/28 00:00:00,-4.2,8,1,51,0,8,1
2021/1/28 1:00:00,-4.4,8,1,51,0,8,1
2021/1/28 2:00:00,-5.1,8,1,51,0,8,1
2021/1/28 3:00:00,-5.5,8,1,51,0,8,1
2021/1/28 4:00:00,-5.8,8,1,51,0,8,1
2021/1/28 5:00:00,-5.8,8,1,51,0,8,1
2021/1/28 6:00:00,-6.0,8,1,51,0,8,1
2021/1/28 7:00:00,-6.2,8,1,51,0,8,1
2021/1/28 8:00:00,-6.7,8,1,53,0,8,1
2021/1/28 9:00:00,-5.5,8,1,53,0,8,1
2021/1/28 10:00:00,-4.5,8,1,52,0,8,1
2021/1/28 11:00:00,-4.1,8,1,52,0,8,1
2021/1/28 12:00:00,-4.1,8,1,52,0,8,1
2021/1/28 13:00:00,-3.7,8,1,52,0,8,1
2021/1/28 14:00:00,-3.5,8,1,52,0,8,1
2021/1/28 15:00:00,-3.6,8,1,52,0,8,1
2021/1/28 16:00:00,-4.1,8,1,51,0,8,1
2021/1/28 17:00:00,-4.5,8,1,51,0,8,1
2021/1/28 18:00:00,-5.5,8,1,51,0,8,1
2021/1/28 19:00:00,-6.0,8,1,51,0,8,1
2021/1/28 20:00:00,-6.2,8,1,51,0,8,1
2021/1/28 21:00:00,-6.6,8,1,51,0,8,1
2021/1/28 22:00:00,-7.3,8,1,51,0,8,1
2021/1/28 23:00:00,-7.6,8,1,51,0,8,1
2021/1/29 00:00:00,-8.2,8,1,51,0,8,1
2021/1/29 1:00:00,-8.5,8,1,51,0,8,1
2021/1/29 2:00:00,-8.7,8,1,51,0,8,1
2021/1/29 3:00:00,-8.3,8,1,51,0,8,1
2021/1/29 4:00:00,-9.1,8,1,51,0,8,1
2021/1/29 5:00:00,-9.4,8,1,51,0,8,1
2021/1/29 6:00:00,-8.5,8,1,51,0,8,1
2021/1/29 7:00:00,-8.1,8,1,51,0,8,1
2021/1/29 8:00:00,-8.1,8,1,51,0,8,1
2021/1/29 9:00:00,-5.9,8,1,51,0,8,1
2021/1/29 10:00:00,-4.1,8,1,51,0,8,1
2021/1/29 11:00:00,-4.1,8,1,52,0,8,1
2021/1/29 12:00:00,-3.8,8,1,53,0,8,1
2021/1/29 13:00:00,-3.8,8,1,54,0,8,1
2021/1/29 14:00:00,-3.7,8,1,56,0,8,1
2021/1/29 15:00:00,-4.4,8,1,57,0,8,1
2021/1/29 16:00:00,-4.2,8,1,57,0,8,1
2021/1/29 17:00:00,-4.1,8,1,58,0,8,1
2021/1/29 18:00:00,-4.0,8,1,59,0,8,1
2021/1/29 19:00:00,-3.8,8,1,59,0,8,1
2021/1/29 20:00:00,-3.5,8,1,59,0,8,1
2021/1/29 21:00:00,-4.5,8,1,59,0,8,1
2021/1/29 22:00:00,-3.9,8,1,59,0,8,1
2021/1/29 23:00:00,-3.9,8,1,59,0,8,1
2021/1/30 00:00:00,-4.0,8,1,59,0,8,1
2021/1/30 1:00:00,-4.8,8,1,58,0,8,1
2021/1/30 2:00:00,-3.6,8,1,58,0,8,1
2021/1/30 3:00:00,-3.6,8,1,58,0,8,1
2021/1/30 4:00:00,-3.8,8,1,58,0,8,1
2021/1/30 5:00:00,-4.3,8,1,58,0,8,1
2021/1/30 6:00:00,-4.7,8,1,58,0,8,1
2021/1/30 7:00:00,-4.6,8,1,58,0,8,1
2021/1/30 8:00:00,-4.6,8,1,58,0,8,1
2021/1/30 9:00:00,-4.4,8,1,58,0,8,1
2021/1/30 10:00:00,-4.0,8,1,58,0,8,1
2021/1/30 11:00:00,-3.6,8,1,58,0,8,1
2021/1/30 12:00:00,-3.5,8,1,59,0,8,1
2021/1/30 13:00:00,-3.0,8,1,60,0,8,1
2021/1/30 14:00:00,-2.5,8,1,60,0,8,1
2021/1/30 15:00:00,-2.6,8,1,59,0,8,1
2021/1/30 16:00:00,-2.9,8,1,59,0,8,1
2021/1/30 17:00:00,-3.2,8,1,60,0,8,1
2021/1/30 18:00:00,-3.2,8,1,63,0,8,1
2021/1/30 19:00:00,-3.7,8,1,63,0,8,1
2021/1/30 20:00:00,-4.0,8,1,63,0,8,1
2021/1/30 21:00:00,-3.7,8,1,63,0,8,1
2021/1/30 22:00:00,-4.3,8,1,62,0,8,1
2021/1/30 23:00:00,-4.4,8,1,62,0,8,1
2021/1/31 00:00:00,-4.7,8,1,62,0,8,1
2021/1/31 1:00:00,-6.0,8,1,62,0,8,1
2021/1/31 2:00:00,-8.5,8,1,62,0,8,1
2021/1/31 3:00:00,-9.1,8,1,62,0,8,1
2021/1/31 4:00:00,-8.2,8,1,62,0,8,1
2021/1/31 5:00:00,-7.9,8,1,62,0,8,1
2021/1/31 6:00:00,-7.5,8,1,62,0,8,1
2021/1/31 7:00:00,-7.5,8,1,62,0,8,1
2021/1/31 8:00:00,-6.1,8,1,61,0,8,1
2021/1/31 9:00:00,-5.7,8,1,61,0,8,1
2021/1/31 10:00:00,-4.6,8,1,61,0,8,1
2021/1/31 11:00:00,-3.9,8,1,62,0,8,1
2021/1/31 12:00:00,-2.4,8,1,62,0,8,1
2021/1/31 13:00:00,-2.4,8,1,61,0,8,1
2021/1/31 14:00:00,-3.7,8,1,61,0,8,1
2021/1/31 15:00:00,-3.2,8,1,61,0,8,1
2021/1/31 16:00:00,-4.4,8,1,61,0,8,1
2021/1/31 17:00:00,-5.8,8,1,61,0,8,1
2021/1/31 18:00:00,-5.9,8,1,63,0,8,1
2021/1/31 19:00:00,-5.8,8,1,64,0,8,1
2021/1/31 20:00:00,-6.2,8,1,66,0,8,1
2021/1/31 21:00:00,-6.6,8,1,66,0,8,1
2021/1/31 22:00:00,-6.8,8,1,66,0,8,1
2021/1/31 23:00:00,-6.8,8,1,65,0,8,1
2021/2/1 00:00:00,-6.9,8,1,65,0,8,1
2021/2/1 1:00:00,-7.3,8,1,65,0,8,1
2021/2/1 2:00:00,-7.1,8,1,65,0,8,1
2021/2/1 3:00:00,-6.9,8,1,65,0,8,1
2021/2/1 4:00:00,-6.8,8,1,64,0,8,1
2021/2/1 5:00:00,-6.6,8,1,64,0,8,1
2021/2/1 6:00:00,-6.5,8,1,64,0,8,1
2021/2/1 7:00:00,-6.1,8,1,64,0,8,1
2021/2/1 8:00:00,-5.7,8,1,64,0,8,1
2021/2/1 9:00:00,-5.3,8,1,64,0,8,1
2021/2/1 10:00:00,-4.7,8,1,63,0,8,1
2021/2/1 11:00:00,-2.0,8,1,63,0,8,1
2021/2/1 12:00:00,-1.0,8,1,62,0,8,1
2021/2/1 13:00:00,-0.3,8,1,62,0,8,1
2021/2/1 14:00:00,0.2,8,1,61,0,8,1
2021/2/1 15:00:00,0.4,8,1,61,0,8,1
2021/2/1 16:00:00,0.6,8,1,61,0,8,1
2021/2/1 17:00:00,0.6,8,1,61,0,8,1
2021/2/1 18:00:00,1.9,8,1,60,0,8,1
2021/2/1 19:00:00,1.7,8,1,60,0,8,1
2021/2/1 20:00:00,1.9,8,1,60,0,8,1
2021/2/1 21:00:00,2.3,8,1,60,0,8,1
2021/2/1 22:00:00,3.3,8,1,59,0,8,1
2021/2/1 23:00:00,3.4,8,1,59,0,8,1
2021/2/2 00:00:00,2.0,8,1,58,0,8,1
2021/2/2 1:00:00,2.2,8,1,57,0,8,1
2021/2/2 2:00:00,1.8,8,1,57,0,8,1
2021/2/2 3:00:00,2.8,8,1,57,0,8,1
2021/2/2 4:00:00,4.1,8,1,56,0,8,1
2021/2/2 5:00:00,3.1,8,1,55,0,8,1
2021/2/2 6:00:00,0.9,8,1,55,0,8,1
2021/2/2 7:00:00,0.2,8,1,55,0,8,1
2021/2/2 8:00:00,-0.4,8,1,56,0,8,1
2021/2/2 9:00:00,-0.6,8,1,57,0,8,1
2021/2/2 10:00:00,-1.5,8,1,57,0,8,1
2021/2/2 11:00:00,-1.9,8,1,56,0,8,1
2021/2/2 12:00:00,-4.7,8,1,57,0,8,1
2021/2/2 13:00:00,-4.3,8,1,57,0,8,1
2021/2/2 14:00:00,-5.5,8,1,58,0,8,1
2021/2/2 15:00:00,-5.9,8,1,58,0,8,1
2021/2/2 16:00:00,-7.7,8,1,59,0,8,1
2021/2/2 17:00:00,-8.4,8,1,59,0,8,1
2021/2/2 18:00:00,-8.9,8,1,59,0,8,1
2021/2/2 19:00:00,-8.9,8,1,59,0,8,1
2021/2/2 20:00:00,-9.5,8,1,60,0,8,1
2021/2/2 21:00:00,-9.6,8,1,61,0,8,1
2021/2/2 22:00:00,-10.4,8,1,62,0,8,1
2021/2/2 23:00:00,-10.7,8,1,62,0,8,1
2021/2/3 00:00:00,-11.0,8,1,62,0,8,1
2021/2/3 1:00:00,-11.2,8,1,62,0,8,1
2021/2/3 2:00:00,-11.3,8,1,62,0,8,1
2021/2/3 3:00:00,-11.7,8,1,61,0,8,1
2021/2/3 4:00:00,-12.1,8,1,62,0,8,1
2021/2/3 5:00:00,-12.2,8,1,61,0,8,1
2021/2/3 6:00:00,-12.2,8,1,61,0,8,1
2021/2/3 7:00:00,-12.1,8,1,61,0,8,1
2021/2/3 8:00:00,-12.1,8,1,61,0,8,1
2021/2/3 9:00:00,-12.0,8,1,61,0,8,1
2021/2/3 10:00:00,-11.9,8,1,61,0,8,1
2021/2/3 11:00:00,-11.5,8,1,61,0,8,1
2021/2/3 12:00:00,-11.0,8,1,61,0,8,1
2021/2/3 13:00:00,-10.6,8,1,61,0,8,1
